 Structure from AMSCIFDB, AMS_ID: 11639         Feff8L (EXAFS)       0.1
 Mineral Name: Tenorite
 Journal: Crystal Structures 1, pp. 85-237 (1963)
 Authors: Wyckoff R W G
 Title1:  Second edition. Interscience Publishers, New York, New York
 Formula:    CuO
 SpaceGroup: C2/
 # sites:    4
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.251 Rnm= 1.384 K  shell
 Pot 1 Z=29 Rmt= 1.220 Rnm= 1.310
 Pot 2 Z= 8 Rmt= 1.010 Rnm= 1.094
 Gam_ch=1.729E+00 H-L exch
 Mu= 1.441E+00 kf=2.152E+00 Vint=-1.621E+01 Rs_int= 1.685
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0179.dat 0.00000     3.302     4.000     3   6.1073
 feff0182.dat 0.00000     3.466     8.000     4   6.1182
 feff0184.dat 0.00000     2.822     4.000     3   6.1410
 feff0185.dat 0.00000     5.303     4.000     3   6.1410
 feff0186.dat 0.00000    12.220     4.000     2   6.1416
 feff0187.dat 0.00000     4.474     4.000     3   6.1416
 feff0188.dat 0.00000    25.950     8.000     3   6.1416
 feff0189.dat 0.00000     4.401     4.000     4   6.1416
 feff0190.dat 0.00000    16.860     4.000     4   6.1416
 feff0191.dat 0.00000     3.346     4.000     3   6.1501
 feff0192.dat 0.00000     5.008     2.000     2   6.1782
 feff0193.dat 0.00000     5.004     2.000     2   6.1798
 feff0194.dat 0.00000     4.997     2.000     2   6.1828
 feff0195.dat 0.00000    11.950     4.000     2   6.1908
 feff0198.dat 0.00000     5.374     4.000     3   6.2369
 feff0199.dat 0.00000     8.579     4.000     3   6.2369
 feff0200.dat 0.00000     7.446     4.000     3   6.2369
 feff0202.dat 0.00000     2.688     8.000     3   6.2637
 feff0204.dat 0.00000     4.784     2.000     2   6.2727
 feff0205.dat 0.00000     3.431     2.000     4   6.2830
 feff0206.dat 0.00000     5.185     4.000     4   6.2830
 feff0207.dat 0.00000     2.760     2.000     4   6.2830
 feff0208.dat 0.00000     8.764     4.000     3   6.2943
 feff0210.dat 0.00000     2.725     4.000     3   6.3105
 feff0211.dat 0.00000     5.012     4.000     3   6.3105
 feff0212.dat 0.00000     4.159     2.000     4   6.3160
 feff0213.dat 0.00000     5.636     2.000     2   6.3177
 feff0214.dat 0.00000    11.690     4.000     3   6.3177
 feff0215.dat 0.00000     7.433     2.000     4   6.3177
 feff0217.dat 0.00000     4.217     4.000     4   6.3518
 feff0218.dat 0.00000     3.512     4.000     4   6.3518
 feff0219.dat 0.00000     3.799     4.000     3   6.3917
 feff0220.dat 0.00000     3.017     4.000     4   6.3980
 feff0222.dat 0.00000     4.500     2.000     2   6.4009
 feff0223.dat 0.00000     4.656     4.000     3   6.4006
 feff0224.dat 0.00000     4.654     4.000     3   6.4018
 feff0227.dat 0.00000     3.216     4.000     3   6.4295
 feff0228.dat 0.00000     6.706     4.000     3   6.4381
 feff0229.dat 0.00000     4.416     2.000     2   6.4410
 feff0231.dat 0.00000     2.700     8.000     3   6.4945
 feff0234.dat 0.00000     4.244     2.000     2   6.5257
 feff0235.dat 0.00000     3.147     4.000     4   6.5565
 feff0236.dat 0.00000     3.146     4.000     4   6.5576
 feff0237.dat 0.00000     4.160     2.000     2   6.5684
 feff0240.dat 0.00000     3.484     4.000     3   6.5819
 feff0241.dat 0.00000     5.734     4.000     3   6.5819
 feff0242.dat 0.00000     5.768     4.000     3   6.6146
 feff0243.dat 0.00000     3.270     4.000     4   6.6146
 feff0244.dat 0.00000     5.472     4.000     4   6.6146
 feff0245.dat 0.00000     3.959     4.000     4   6.6281
 feff0246.dat 0.00000     4.390     4.000     5   6.6281
 feff0247.dat 0.00000     3.466     4.000     3   6.6344
 feff0248.dat 0.00000     4.005     4.000     5   6.6608
 feff0249.dat 0.00000     3.958     4.000     3   6.6679
 feff0250.dat 0.00000     3.046     4.000     3   6.6734
 feff0251.dat 0.00000     3.009     4.000     3   6.6774
 feff0252.dat 0.00000     3.923     2.000     2   6.6957
 feff0253.dat 0.00000     3.915     2.000     2   6.6999
 feff0254.dat 0.00000     3.780     2.000     2   6.7770
 feff0255.dat 0.00000     3.771     2.000     2   6.7819
 feff0256.dat 0.00000     4.513     2.000     2   6.8200
 feff0257.dat 0.00000     8.789     4.000     3   6.8200
 feff0258.dat 0.00000     5.262     2.000     4   6.8200
 feff0259.dat 0.00000     3.946     4.000     3   6.8263
 feff0260.dat 0.00000     3.640     2.000     2   6.8606
 feff0262.dat 0.00000     4.306     4.000     3   6.8687
 feff0263.dat 0.00000     3.376     4.000     3   6.8778
 feff0264.dat 0.00000     3.583     2.000     2   6.8958
 feff0266.dat 0.00000     3.054     4.000     3   6.9301
 feff0267.dat 0.00000     2.955     4.000     4   6.9413
 feff0268.dat 0.00000     2.699     4.000     3   6.9951
